ROGUE 619,7,DEL MAR,3
SAN CLEMENTE BLACK B,6,TSUNAMI,5
680 BLUE B,5,SAN JOSE EXPRESS,9
SD SHORES BLACK,13,ARROYO GRANDE,0
SOCAL,7,SD SHORES GOLD,3
SAN CLEMENTE RED,4.3,COMMERCE,4.1
SB 805 A,3,GREENWICH,7
DAVIS WHITE,7,LAMORINDA C,11
STANFORD B,1,AMERICAN RIVER,5
LAMORINDA A,7,908,6
LAGUNA BEACH,4,NEXT GEN BLACK,9
CC UNITED BLACK A,10,BROOKLYN HUSTLE,9
SEASIDE,11,PUNAHOU,6
SD SHORES BLACK,11,SB 805 B,3
SOUTH COAST RED,5,ROGUE 619,11
680 BLUE B,2,HONOLULU,9
SD SHORES GOLD,6.3,THUNDER,6.5
BACK BAY,11,SAN JOSE EXPRESS,0
680 RED A,10,SOCAL,4
SANTA CRUZ,12,ARROYO GRANDE,13
DEL MAR,3,LAMORINDA B,4
NEWPORT BEACH BLUE,14,COMMERCE,3
DIABLO A,5,GREENWICH,3
DAVIS WHITE,16,PRAETORIAN,1
STANFORD B,9,CLOVIS,8
PATRIOT NAVY,9,908,3
STANFORD A,4.2,NEXT GEN BLACK,4.0
CC UNITED BLACK A,11,CHICAGO PARKS,1
SEASIDE,3,ECA,10
SD SHORES BLACK,8,CHANNEL ISLANDS GOLD,4
SOUTH COAST RED,4,SAN CLEMENTE BLACK B,5
NEWPORT BEACH WHITE B,8,HONOLULU,2
NORTH IRVINE,9,THUNDER,6
BACK BAY,5.2,LB SHORE AQUATICS,5.1
680 RED A,2,DAVIS BLUE,4
SHAQ,5.2,ARROYO GRANDE,5.4
TSUNAMI,3,LAMORINDA B,6
NEWPORT BEACH BLUE,14,SAN CLEMENTE RED,4
DIABLO A,9,SB 805 A,5
LAMORINDA C,13,PRAETORIAN,3
AMERICAN RIVER,9,CLOVIS,1
PATRIOT NAVY,7,LAMORINDA A,2
STANFORD A,7,LAGUNA BEACH,3
BROOKLYN HUSTLE,4,CHICAGO PARKS,5
PUNAHOU,2,ECA,11
SB 805 B,6,CHANNEL ISLANDS GOLD,5
ROGUE 619,7,SAN CLEMENTE BLACK B,2
NEWPORT BEACH WHITE B,8,680 BLUE B,3
NORTH IRVINE,4.3,SD SHORES GOLD,4.2
SAN JOSE EXPRESS,3,LB SHORE AQUATICS,8
SOCAL,4,DAVIS BLUE,10
SHAQ,8,SANTA CRUZ,5
TSUNAMI,2.2,DEL MAR,2.0
COMMERCE,3,SD SHORES BLACK,5
SB 805 A,7,ROGUE 619,4
680 BLUE B,8,LAMORINDA C,9
SD SHORES GOLD,5,AMERICAN RIVER,7
908,0,BACK BAY,4
LAGUNA BEACH,9,DAVIS BLUE,3
SANTA CRUZ,10,CC UNITED BLACK A,6
DEL MAR,6,ECA,11
NEXT GEN BLACK,8,SB 805 A,5
SOUTH COAST RED,6,SAN JOSE EXPRESS,4
SHAQ,9,LAMORINDA C,4
PRAETORIAN,5,PUNAHOU,3
SAN CLEMENTE RED,6,BACK BAY,5
SOCAL,8,CHANNEL ISLANDS GOLD,7
THUNDER,7,ECA,3
BROOKLYN HUSTLE,6,CLOVIS,9
GREENWICH,3,LAGUNA BEACH,4
908,11,SAN CLEMENTE BLACK B,2
HONOLULU,6.3,SANTA CRUZ,6.0
DEL MAR,11,DAVIS WHITE,3
LAMORINDA A,8,SD SHORES BLACK,2
DAVIS BLUE,7,SB 805 B,2
TSUNAMI,5,AMERICAN RIVER,6
CC UNITED BLACK A,1,STANFORD B,6
PATRIOT NAVY,7,DIABLO A,4
COMMERCE,7,680 RED A,8
LAMORINDA B,5,NEWPORT BEACH WHITE B,2
SD SHORES GOLD,7,CHICAGO PARKS,4
NEWPORT BEACH BLUE,9,STANFORD A,2
ROGUE 619,5,LB SHORE AQUATICS,7
NORTH IRVINE,8,ARROYO GRANDE,3
680 BLUE B,5.1,SEASIDE,5.3
NEXT GEN BLACK,8,SAN CLEMENTE RED,5
SOUTH COAST RED,5,CHANNEL ISLANDS GOLD,9
SHAQ,8,THUNDER,11
PRAETORIAN,4,CLOVIS,6
LAGUNA BEACH,6,LAMORINDA A,5
SOCAL,3,SAN JOSE EXPRESS,8
HONOLULU,6,AMERICAN RIVER,7
BROOKLYN HUSTLE,8,PUNAHOU,9
BACK BAY,6,SB 805 A,8
908,8,DAVIS BLUE,5
ECA,9.3,LAMORINDA C,9.2
DEL MAR,8,STANFORD B,4
SD SHORES BLACK,3,GREENWICH,10
SB 805 B,7,SAN CLEMENTE BLACK B,6
TSUNAMI,7,SANTA CRUZ,4
CC UNITED BLACK A,5.1,DAVIS WHITE,5.2
DIABLO A,7.3,NEXT GEN BLACK,7.1
680 RED A,4,LB SHORE AQUATICS,9
NEWPORT BEACH WHITE B,6,THUNDER,13
SD SHORES GOLD,4.4,SEASIDE,4.3
STANFORD A,8,LAGUNA BEACH,1
ROGUE 619,5,COMMERCE,6
ARROYO GRANDE,12,AMERICAN RIVER,7
680 BLUE B,11,CHICAGO PARKS,3
BROOKLYN HUSTLE,7,PRAETORIAN,3
NORTH IRVINE,8,THUNDER,11
NEWPORT BEACH BLUE,6,DIABLO A,2
SOCAL,5,SOUTH COAST RED,6
PUNAHOU,7,CLOVIS,13
LAMORINDA B,5.2,ARROYO GRANDE,5.1
PATRIOT NAVY,4,STANFORD A,2
SAN JOSE EXPRESS,4,CHANNEL ISLANDS GOLD,5
SHAQ,9,HONOLULU,10
NEWPORT BEACH WHITE B,5,AMERICAN RIVER,8
SAN CLEMENTE RED,3,LAMORINDA A,4
ECA,3.0,TSUNAMI,3.2
NEXT GEN BLACK,11,LAGUNA BEACH,6
SB 805 A,7,GREENWICH,1
LAMORINDA C,6.1,SANTA CRUZ,6.3
BACK BAY,4,SD SHORES BLACK,8
NORTH IRVINE,6,ARROYO GRANDE,7
DIABLO A,5,STANFORD A,3
DEL MAR,6.2,SD SHORES GOLD,6.1
NEWPORT BEACH BLUE,13,PATRIOT NAVY,7
908,2,LB SHORE AQUATICS,6
STANFORD B,6,SEASIDE,2
THUNDER,5,LAMORINDA B,6
DAVIS BLUE,6,680 RED A,5
DAVIS WHITE,5,680 BLUE B,6
SB 805 B,3,COMMERCE,5
CC UNITED BLACK A,10,CHICAGO PARKS,4
SAN CLEMENTE BLACK B,3,ROGUE 619,8
